CTAS,GOOG,HAS,HOLX,IDXX,JBHT,KLAC,LILA,LILAK,SHPG
,871.2138999999999,99.82,44.61,,91.23,103.44,21.6,,177.79
123.91,871.0843,99.85,44.62,162.69,91.2,103.465,21.61,22.11,177.76
,871.0299999999999,99.86000000000003,44.61,162.72999999999996,91.21,103.47,21.58,22.1,
123.93,871.1059,99.89,44.61,162.74,91.27,103.475,21.55,22.08,177.795
123.92,871.1699999999998,99.91,44.615,162.74200000000002,91.21,103.66,21.589,22.08,177.86
123.92,871.14,99.83,44.595,162.72,91.21,103.635,21.56,22.07,177.83
,871.11,99.81,44.5912,162.72,91.19,103.58,,,177.75
123.92,871.4099999999999,99.86000000000003,44.595,162.72999999999996,91.17,103.53,,22.06,177.76
123.92,871.3999999999999,99.845,44.595,162.76,91.21,103.53,,22.05,177.8
123.91,871.44,99.86000000000003,44.6,162.816,91.31,103.525,,,177.8
123.9205,871.4099999999999,99.86000000000003,44.595,,91.36900000000001,103.58,,22.06,177.82
123.91,871.71,99.87,44.59,162.75,91.3799,103.59,21.62,22.11,177.81
123.9,871.3589,99.9,44.58,162.78,91.375,103.57,,22.1,177.75
123.94,871.22,99.92,44.58,,91.38,103.5,21.6,22.09,177.66
123.93,871.49,99.925,44.59,,91.45,103.52,21.57,22.08,177.75
123.9,871.49,99.93,44.59,162.8,,103.53,,,177.75
123.92,871.565,,44.59,162.87,91.33,103.56,21.57,22.09,177.7767
,871.7,99.91,44.59,162.93,91.325,103.54,21.55,22.09,177.83
123.93,871.82,99.94,44.61,162.88,91.3,103.53,21.59,22.1,177.92
123.99,871.7749999999999,99.92,44.61,162.83,91.31,103.59,21.57,22.11,177.88
124.0,872.13,99.91,44.605,,91.32,103.66,21.605,22.1,177.91
124.01,872.37,99.93,44.595,162.91,91.33,103.65,21.6,22.12,
124.03,872.1749999999998,99.94,44.5969,162.8,91.32,103.64,21.6,22.1,177.96
,872.3999999999999,99.95,44.59,,91.35,103.7,21.63,22.1,177.94
,872.39,99.97,44.6,162.76,91.43,103.53,21.62,22.105,177.94999999999996
124.03,872.45,99.98,44.6,162.72,91.44,103.43,21.61,22.1,177.94
124.14,872.68,100.01,44.62,162.72999999999996,91.465,103.43,21.63,22.12,177.885
124.06,872.725,99.96,44.6164,162.745,91.46,103.44,,22.1147,177.86
,872.6930999999998,99.98,44.62,162.77,91.42,103.37,21.62,22.1,177.81
124.0,872.58,100.01,44.6144,162.74,91.4,103.35,,,177.731
124.0,872.87,100.03,44.615,162.745,91.42,103.46,,,177.82
124.0,873.2799999999999,100.025,44.61,162.76,,103.6,21.61,,177.72999999999996
123.9801,873.35,100.02,44.58,162.74,91.33,103.7,,22.1,177.62
123.99,873.2999999999998,100.09,44.58,162.735,91.39,103.71,21.63,22.12,177.64
124.0,873.4398999999999,100.03,44.57,162.71,,103.55,,22.105,177.74
123.97,873.7378999999999,100.06,44.58,162.76,91.31,103.5,21.62,22.11,177.75
,874.02,100.045,44.59,162.76,91.33,103.47,21.62,22.11,177.8
123.92,873.84,100.09,44.59,162.62,,103.55,21.64,22.13,
123.89,873.88,100.11000000000001,44.595,162.62,91.35,103.5,21.625,22.11,177.8
123.88,873.6,100.12,44.58,162.6,91.25,103.61000000000001,21.62,22.11,177.92
123.88,873.62,100.1,44.58,162.69999999999996,91.25,103.57,21.61,22.11,177.87
123.89,873.9199999999998,100.03,44.575,162.79,91.31,103.61000000000001,21.6,22.11,177.87
123.92,873.84,100.07,44.58,162.71,91.25,103.565,,,177.89
123.9,873.85,100.08,44.58,162.72,91.23,103.57,21.62,22.11,177.88
,873.8198999999998,100.11000000000001,44.5736,162.8,,103.67,21.63,22.11,177.85
123.93,873.84,100.12,44.58,162.85,91.25,103.67,21.6,,177.82
123.9501,874.1499999999999,100.08,44.575,162.87,91.25,103.53,,22.12,177.8
123.9501,874.1717,100.07,44.57,162.86,91.24,103.59,,22.12,177.89
123.97,874.19,100.03,44.57,162.82,91.2,103.52,,22.11,177.92
123.92,874.43,100.07,44.58,162.83,91.2,103.5,21.62,22.115,177.85
123.91,874.73,100.08,44.575,162.88,91.21,103.46,21.6,22.12,177.92
123.89,874.61,100.01,44.56,162.86,91.2,103.45,21.6,22.1,177.76
,874.395,100.0,44.56,162.86,91.2,103.45,21.61,22.1,177.68
123.895,874.355,100.02,44.56,162.91,91.22,103.52,21.6,22.1,177.64
123.89,873.76,99.98,44.56,162.9104,91.16,103.51,21.625,22.11,177.69999999999996
123.895,873.75,99.97,44.55,162.94,91.15,103.4468,21.64,22.15,177.64
123.8775,873.56,99.91,44.56,,91.1,103.41,21.65,22.145,177.69999999999996
123.95,873.58,99.91,44.555,162.85,91.12,103.505,21.61,22.12,177.55
123.95,873.7899999999998,99.95,44.57,162.9,91.17,103.42,,22.12,177.66
124.05,873.9249999999998,,44.57,162.92,91.18,103.47,21.62,,177.62
124.01,873.8999999999999,99.94,44.57,162.93,91.16,103.49,,22.13,177.49
,874.22,99.96,44.59,162.9199,91.14,103.57,21.65,22.175,177.64
124.01,874.1499999999999,99.9578,44.585,162.9,91.16,103.63,,,177.57
124.02,874.21,99.96,44.565,162.9,91.17,103.59,,22.18,177.71
123.99,874.68,99.97,44.54,162.81,91.13,103.61000000000001,,22.17,177.6
123.99,874.6499999999999,99.995,44.535,162.83,91.13,103.68,21.67,22.155,177.52
123.99,874.3619999999999,100.01,44.53,162.8,91.12,103.81,21.675,22.16,177.535
123.91,874.0915999999999,100.04,44.53,162.77,91.08,103.77,21.67,,177.44999999999996
123.88,874.0299999999999,100.03,44.535,162.72999999999996,91.055,103.77,21.65,22.15,177.53
123.83,874.1699999999998,100.07,44.54,162.87,91.04,103.77,21.65,22.16,177.56
123.88,874.32,100.11000000000001,44.535,162.87,91.04,103.91,21.64,22.15,177.51
123.9,874.49,100.11000000000001,44.535,162.81,91.05,103.96,,22.14,177.57
123.88,874.75,100.04,44.53,162.81,91.0,103.91,21.61,22.13,177.53
123.9,874.7799999999999,100.03,44.485,,90.97,103.93,21.58,22.11,177.57
123.83,874.71,100.0771,44.49,162.7375,90.96,103.905,,22.11,177.59
,874.69,100.09,44.5,162.79,90.96,103.95,,22.11,177.59
123.79,874.5,100.0899,44.5054,162.78,90.9,104.01,21.6,22.1,177.63
123.82,874.5025,100.1,44.505,162.85,90.92,104.09,,,177.62
123.89,874.88,100.12,44.53,162.87,90.93,104.02,21.61,22.13,177.69999999999996
,874.8999999999999,100.15,44.525,162.83,90.95,104.08,,22.13,177.67
123.92,875.22,100.19,44.55,162.86,90.97,104.17,,22.13,177.695
123.95,875.2907,100.2,44.55,162.87,90.95,104.18,21.63,22.13,177.66
124.01,875.19,100.21,44.545,162.835,90.95,104.04,21.63,22.125,177.69999999999996
123.975,875.06,100.29,44.54,162.83,90.96,103.97,21.63,22.13,177.64
123.96,874.6699999999998,100.3,44.515,162.77,90.95,103.91,,22.13,177.675
123.94,874.185,100.29,44.5,162.78,90.97,103.89,21.64,22.12,177.75
123.97,874.31,100.28,44.49,162.67,90.97,103.88,21.64,22.13,177.62
124.01,874.96,100.31,44.4884,162.71,90.9801,103.85,21.6,22.12,177.64
124.0,874.75,100.32,44.49,162.71,91.02,103.85,21.58,22.11,177.61
124.02,874.5499999999998,100.33,44.495,162.64,91.04,103.84,,,177.54
124.0,874.49,100.38,44.5,162.64,91.04,103.85,,22.105,177.53
123.97,874.57,100.415,44.51,162.66,90.99,103.84,21.56,22.1,177.63
123.91,874.6360000000002,100.37,44.51,162.66,90.96,103.865,,22.1,177.72
124.01,874.99,100.38,44.53,162.78,90.97,103.935,21.58,22.1,177.61
123.94,875.09,100.39,44.54,162.69999999999996,90.9,103.87,21.57,,177.59
123.86000000000003,875.0449999999998,100.39,44.55,162.69999999999996,90.93,103.82,21.55,22.11,177.61
123.87,875.055,100.47,44.55,162.74,90.98,103.8618,21.58,22.13,177.58
123.83,874.56,100.48,44.545,162.69999999999996,90.96,103.92,21.59,22.125,177.62
123.83,873.5,100.4525,44.545,162.655,90.89,103.85,21.59,22.11,177.75
123.85,872.5249999999999,100.48,44.54,162.66,90.91,103.8399,21.6,22.1,177.71
123.83,873.0530999999999,100.52,44.55,162.72999999999996,90.915,103.85,21.61,22.13,177.79
123.85,872.77,100.5,44.58,162.72999999999996,90.92,103.85,21.62,22.13,177.76
123.85,873.658,100.55,44.59,162.71,90.95,103.85,21.63,22.16,177.82
123.84,873.255,100.545,44.595,162.75,90.95,103.8846,21.64,22.12,177.8
123.8,873.39,100.57,44.59,162.69999999999996,90.95,103.84,21.62,22.11,177.82
123.77,873.5499999999998,100.56,44.59,162.66,90.95,103.8575,21.62,22.115,177.88
123.87,874.1699999999998,100.56,44.59,162.91,90.97,103.74,21.64,22.125,177.87
123.94,874.25,100.52,44.58,162.76,91.05,103.58,21.62,22.11,177.84
123.86000000000003,909.27,100.3,44.615,166.02,90.84,99.45,21.64,22.14,177.07
123.1,911.0100000000001,100.12,44.56,167.69999999999996,90.4001,100.27,21.5,22.1,176.79
123.215,908.8652,100.24,44.61,167.5257,90.89,103.005,21.5,,177.03
123.16,910.7,99.89,44.514,169.49,90.49,100.48,,22.1,177.17
,911.72,99.58,44.46,169.05,90.43,101.542,,21.98,177.17
123.39,909.8800000000001,99.665,44.475,169.69999999999996,90.33,101.25,21.4,21.9775,177.17
123.44,911.5,99.6675,44.49,170.12,90.45,101.12,,22.02,177.24
123.57,913.065,99.9055,44.53,169.3582,90.57,101.05,,22.02,177.34
123.48,910.18,100.0,44.51,170.025,90.455,100.715,,22.01,177.4
123.48,911.8404,100.04,44.53,169.22999999999996,90.53,100.01,,22.1,177.36
123.53,911.55,100.05,44.53,169.74,90.44,100.10700000000001,,22.04,177.44
123.48,911.22,99.92,44.45,169.22,90.39,100.28,,21.97,177.39
123.54,911.44,99.88,44.47,168.99,90.48,100.9295,21.51,22.02,177.28
123.61000000000003,911.2546,99.88,44.49,169.185,90.61000000000001,100.83,21.54,21.97,177.34
123.52,911.85,99.7168,44.5,168.97,90.48,100.48200000000001,21.54,22.02,177.35
123.39,911.96,99.79,44.49,168.91,90.66,100.08,21.54,22.04,177.36
123.54,910.6315,99.87,44.5,168.89,90.61000000000001,100.17,,22.04,177.28
123.61000000000003,912.7929,100.05,44.53,169.17,90.65,99.97,21.54,22.02,177.205
123.6,911.96,99.92,44.53,169.5004,90.62,99.87,,22.01,177.07
123.58,911.96,99.895,44.5075,169.35,90.6,100.09,21.49,22.02,177.06
123.59,911.335,99.85,44.6,169.33,90.61000000000001,99.97,,22.0,177.18
123.68,911.03,99.78,44.62,169.69,90.581,99.66,21.5,21.975,177.13
123.73,910.61,99.71,44.63,169.57,90.59,99.805,,22.01,177.12
123.85,909.285,99.75,44.65,169.3356,90.64,99.71,21.52,22.03,176.97999999999996
123.81,909.53,99.7,44.67,169.19999999999996,90.56,99.36000000000003,,,177.06
123.88,907.79,99.76,44.68,168.69999999999996,90.58,99.17,21.51,22.02,176.91
,908.33,99.68,44.66,168.8,90.55,98.99,21.47,,176.88
123.93,908.12,99.72,44.68,168.62,90.61000000000001,99.44,21.5,22.02,176.87
,909.0,99.845,44.7,168.65,,100.09,,22.0,176.84
,908.7,99.87,44.7,169.0,90.61000000000001,99.65,,,176.87
123.85,908.6300000000001,99.72,44.67,168.81,90.66,99.65,21.52,21.99,177.12
,909.789,99.76,44.66,168.99,90.585,100.0,21.5,21.99,177.12
,910.1592,99.7775,44.645,169.19,90.54,99.845,21.5,21.99,177.0542
123.83,910.1,99.76,44.665,168.99,90.57,99.73,,22.0,177.01
123.825,910.145,99.8,44.69,169.055,90.594,99.68,21.5,22.0,176.82
123.68,909.83,99.83,44.68,169.18,90.58,99.51,,21.99,176.77
123.67,909.3800000000001,99.79,44.695,169.72999999999996,90.51,99.65,21.54,22.03,176.92
123.6,909.61,99.71,44.69,169.52,90.5,99.84,21.535,22.02,176.745
123.5962,910.28,99.76,44.695,169.59,90.423,99.92,21.505,22.04,176.68
,909.9663,99.78,44.71,169.67,90.38,100.11000000000001,21.5,22.045,176.585
123.59,910.06,99.79,44.62,169.64,90.34,99.74,21.52,,176.65
123.595,910.6,99.77,44.65,169.67,90.394,99.8,21.57,22.1,176.74
123.52,910.92,99.79,44.64,169.59,90.37,99.77,21.57,22.1,176.77
123.43,910.6398,99.75,44.64,169.465,90.36000000000001,99.765,21.56,22.05,176.72
123.44,910.07,99.76,44.64,169.4299,90.355,99.73,21.52,22.04,176.78
123.48500000000003,910.0,99.79,44.67,169.42,90.43,99.74,21.5,22.03,176.8594
123.39,909.6300000000001,99.71,44.64,169.641,90.44,99.46,21.5,22.04,176.69999999999996
123.29,909.3,99.69,44.635,169.82,90.33,99.32,21.46,22.03,176.57
,910.12,99.67,44.635,170.32,90.3004,99.33,21.465,,176.51
123.2601,910.74,99.68,44.635,170.18,90.34,99.4,,22.01,176.52
123.25,910.68,99.6,44.625,170.09,90.33,99.3,,22.0114,176.47999999999996
123.24,910.77,99.57,44.6,170.44059999999996,90.27,99.245,21.49,22.0,176.58
123.14,911.9337,99.45,44.615,170.86,90.22,99.24,21.47,22.0,176.68
123.13,912.07,99.47,44.605,171.25,90.15,99.19,21.46,21.985,176.62
123.125,912.54,99.47,44.6,170.755,90.12,99.1886,21.45,21.985,176.51
123.14,912.1300000000001,99.48,44.6,170.79,90.17,99.14,21.45,21.98,176.43
,912.49,99.52,44.595,170.81,90.15,98.94,21.45,21.97,176.54
123.17,913.73,99.555,44.595,171.0,90.18,99.02,,21.99,176.65
123.18,914.12,99.48,44.6,171.07499999999996,90.15,98.9774,,21.985,176.68
123.14,914.0,99.47,44.55,171.3923,90.13,98.945,21.45,21.985,176.68
123.09,913.25,99.41,44.61,171.47,90.155,98.89,,21.9999,176.76
123.04,912.33,99.39,44.62,171.46,90.185,98.83,,21.97,176.82
123.01,911.12,99.32,44.62,171.5,90.16,98.77,21.47,21.99,176.82
,911.44,99.34,44.63,171.5,90.13,98.71,,21.9899,176.86
122.99,911.33,99.29,44.69,171.5,90.04,98.57,21.475,21.985,176.86
122.88,912.23,99.32,44.715,171.52,90.06499999999998,98.57,21.47,22.0,176.9
122.86000000000003,911.86,99.26,44.73,171.38,90.13,98.5,21.505,22.015,176.97999999999996
122.9,911.99,99.28,44.74,171.245,90.15,98.57,21.505,22.03,176.97
122.85,912.42,99.21,44.779,171.30900000000003,90.18,98.62,21.53,22.04,176.9
122.84,912.82,99.17,44.787,170.9901,90.16,98.48,21.5,22.035,176.97
122.83,912.69,99.19,44.79,170.85,90.13,98.37,21.52,22.01,177.01
122.8574,912.685,99.18,44.75,171.0,90.12,98.2201,21.49,22.0,177.03
,913.0,99.18,44.78,171.12,90.12,98.4,,22.0,177.03
122.89,913.64,99.18,44.77,171.22,90.14,98.48,,22.01,177.01
122.95,913.41,99.09,44.76,171.41,90.1,98.34930000000003,21.5,22.03,177.02
122.87,913.18,99.095,44.77,171.32,90.04009999999998,98.32,,,176.88
122.82,913.69,99.04,44.77,171.44999999999996,90.0644,98.32,21.52,22.03,177.05
122.795,913.562,99.01,44.765,171.5,90.12,98.03,21.52,22.05,177.06
122.84,913.69,99.04,44.77,171.44999999999996,90.1216,98.08,21.54,22.08,176.96
,914.495,99.05,44.75,171.5,90.07099999999998,98.01,,22.07,176.93
122.9,914.28,99.0618,44.74,171.69999999999996,90.06,98.02,21.53,22.02,176.99
122.85,914.06,99.06,44.74,171.79,90.08,97.922,,22.025,177.0
122.83,914.62,99.06,44.732,171.97999999999996,90.13,98.2,21.525,22.04,176.99
122.835,914.64,99.045,44.72,171.69,90.1,98.41,21.51,22.05,177.0
,915.11,99.015,44.72,171.65,90.06499999999998,98.365,21.5,22.03,176.99
122.92,914.875,98.98500000000003,44.74,171.62,90.09,98.414,,22.01,177.02
122.92,915.21,98.945,44.72,171.44999999999996,90.11000000000001,98.36000000000003,21.49,22.01,176.94999999999996
122.86000000000003,915.78,98.91,44.72,171.175,90.09,98.33,21.49,22.03,176.94999999999996
122.83,916.7600000000001,98.81,44.74,171.31,,98.41,,22.025,177.05
122.84,916.23,98.94,44.73,171.36,90.04999999999998,98.555,21.5,22.005,176.97
122.8,916.1952000000001,98.82,44.73,171.3,90.04999999999998,98.615,21.49,22.01,177.01
122.825,915.47,98.865,44.75,170.875,90.03,98.62,,22.04,176.97999999999996
122.92,914.95,98.905,44.745,170.66,90.04999999999998,98.825,,22.035,176.96
122.97,915.6506,98.83,44.735,170.57,90.04,98.76,21.49,22.015,176.82
122.9,915.6,98.83,44.735,170.56,89.96,98.19,21.49,22.0,176.81
122.89,915.5101,98.77,44.745,170.71,90.01,98.46,21.47,22.01,176.81
,915.6,98.83,44.69,170.5768,90.01,98.4,,22.01,176.78
122.9399,915.7304,98.8,44.685,170.69999999999996,89.98,98.28,,22.01,
122.93,915.0,98.76,44.66,170.68,89.95,98.3768,,22.01,176.74
122.91,915.14,98.77,44.67,170.68,89.87,98.305,,21.98,176.67
122.92,914.41,98.75,44.67,170.19999999999996,89.96,98.33,21.47,21.98,176.57
122.91,915.24,98.8,44.68,170.5,,98.49,21.47,22.005,176.54
,914.87,98.78,44.69,170.47999999999996,89.90999999999998,98.5,,22.01,176.6
122.84,914.535,98.76,44.68,170.51,89.87,98.382,,22.02,176.525
122.805,914.56,98.75,44.695,170.61,89.84,98.31,21.47,21.99,176.5708
122.77,914.2325,98.74,44.68,170.67,89.9,98.32,21.48,21.99,176.54
122.82,914.575,98.7,44.67,170.54,89.87999999999998,98.27,,21.99,176.6
122.88,914.55,98.7,44.67,170.52,89.9,98.24,,21.98,176.53
122.86000000000003,914.17,98.68,44.67,170.46,89.915,98.25,,21.96,176.58
,914.09,98.69,44.64,170.18,89.94299999999998,98.36000000000003,,22.0,176.44999999999996
,913.61,98.6891,44.625,170.05,89.90999999999998,98.4,21.48,21.995,176.44999999999996
,913.7339,98.68,,170.03,89.96,98.2234,,21.98,176.49
122.85,913.5100000000001,98.645,44.61,169.93,89.98999999999998,98.24,21.48,21.985,176.56
122.86000000000003,913.34,98.61000000000003,44.62,169.97999999999996,89.98,98.16,,21.98,176.63
122.86000000000003,913.14,98.53,44.625,170.19,,98.1,21.48,21.985,176.68
122.86000000000003,913.6,98.56,44.625,170.16,89.93999999999998,98.23,21.49,21.985,176.72
122.95,913.83,98.66,44.64,170.44,89.95,98.255,21.5,21.9907,176.84
122.96,913.8,98.67,44.6353,170.34,89.93999999999998,98.24,,21.995,176.81
122.92,913.67,98.67,44.645,170.39,89.97,98.36000000000003,21.53,22.03,176.72999999999996
122.9575,913.405,98.6799,44.63,170.42,89.93,98.43,21.53,22.03,176.69
122.92,913.355,98.59,44.63,170.4,89.96,98.31,,22.03,176.62
,913.67,98.55,44.64,170.505,89.96,98.32,,22.06,176.53
,913.41,98.525,44.63,170.5375,89.96,98.33,,,176.36
122.93,912.845,98.561,44.63,170.6,,98.43,21.52,22.02,176.1
,912.6,98.52,44.62,170.59,89.92,98.46,,21.9999,176.02
,911.8501000000001,98.515,44.63,170.27,89.96,98.55,21.45,21.97,176.18
122.89,911.52,98.535,44.64,170.55,90.01,98.71,,21.94,
,912.0,98.62,44.64,170.42,,98.59,21.42,21.93,
122.8,912.322,98.69,44.65,170.49,90.04,98.55,21.44,21.975,176.2656
122.83,911.19,98.67,44.66,170.475,90.015,98.49,,21.96,
122.74,911.03,98.6501,44.655,170.5,90.0,98.435,,21.93,
,910.835,98.64,44.7,170.46,89.98999999999998,98.4,21.41,21.92,176.32
122.86000000000003,911.45,98.71,44.7,170.5,90.07,98.415,21.425,21.92,176.31
122.9,911.7599,98.705,44.7,170.5094,90.0725,98.36000000000003,21.43,21.915,
122.9,911.33,98.67,44.7,170.42,,98.3,21.44,21.92,176.15
122.85,911.1962,98.67,44.71,170.35499999999996,90.07,98.26,21.46,21.95,176.2322
122.8,910.6,98.67,44.69,170.24,90.0505,98.31,21.44,21.945,176.26
122.9,910.9647000000001,98.675,44.69,170.18,90.07,98.34,,21.945,176.18
122.85,910.4,98.69,44.685,170.18,90.06,98.3199,,21.975,176.11
122.87,910.71,98.77,44.695,170.24,90.084,98.16,,21.98,176.11
122.78,910.71,98.8442,44.71,170.27,90.09,98.21,21.41,21.96,176.19
122.95,910.6,98.9,44.73,170.38,90.04009999999998,98.11000000000003,,21.96,176.245
122.9,909.7879,98.89,,170.18,,98.16,21.44,21.96,176.3
122.96,909.69,99.02,44.74,170.11,90.135,98.23,,21.92,
,910.0,99.03,44.735,170.09,90.15,98.245,,21.955,
,910.09,98.95,44.74,169.84,90.09030000000001,98.24,,21.955,176.33
,909.8899,98.85,44.755,169.5701,90.076,98.25,,21.955,
122.95,908.3,98.92,44.755,169.96,90.06499999999998,98.275,21.431,21.975,176.29
122.87,908.89,98.88,44.74,169.43,90.04999999999998,98.51,,,176.37
122.86000000000003,909.46,98.895,44.72,169.19999999999996,90.01,98.43,,,
122.83,909.188,98.92,44.72,169.27,89.97,98.31,,21.965,176.27
,909.35,98.99,44.72,169.22,89.97,98.32,,21.955,176.1736
122.96,909.85,99.1,44.74,169.38,89.93999999999998,98.21,,21.97,
122.9,910.11,99.1163,44.74,169.17,89.89,98.21,,21.98,
122.82,910.9228,99.07,44.74,169.3068,89.86,98.0547,,21.97,176.19
,910.9461,99.15,44.73,169.38,89.92,97.95,,21.975,
122.835,911.2547,99.17,44.76,169.42,89.96,98.01,,,176.225
122.86000000000003,910.69,99.17,44.77,,89.95,97.984,,21.975,176.22999999999996
,910.46,99.1804,44.78,169.5715,,98.06,21.43,,176.15
122.82,911.0357,99.185,44.79,169.77,89.98999999999998,98.045,,21.97,176.21
,910.65,99.11000000000003,44.81,169.83,89.964,,21.485,21.975,
122.83,910.84,99.11000000000003,44.81,169.75,90.03499999999998,98.01,21.47,22.005,176.36
122.86000000000003,910.85,99.09,44.79,169.745,89.98999999999998,97.97,,22.0025,
122.83,910.9892,99.06,44.79,169.68,89.98,97.89,,,
122.85,911.03,99.04,44.78,169.74,89.97,97.9483,,22.02,176.22
,910.77,99.04,44.82,169.735,89.93999999999998,98.015,,21.99,176.26
122.8,910.0,98.99,44.81,169.69,89.92,98.0,21.45,21.97,176.15
122.84,910.8697,99.08,44.825,169.595,89.98,97.99,,21.98,
122.84,910.8581,99.07,44.83,169.65,89.93,98.06,,21.96,176.26
122.84,910.5100000000001,99.07,44.82,169.39,,98.15,,,
,910.1300000000001,99.02,44.82,169.39,89.90999999999998,98.08,,21.98,
,910.0100000000001,99.07,44.82,169.31,89.93,98.09,,21.975,176.27
,909.93,99.08,44.82,169.25,89.93999999999998,98.13,,21.985,176.27
122.82,909.8,99.05,44.83,169.32,89.89399999999998,98.06,21.4301,,176.22
,909.3661,99.0586,44.815,169.375,89.90999999999998,97.98,21.47,21.98,176.2778
122.88,909.6300000000001,99.07,44.84,169.4,89.9,98.105,,21.98,176.34
122.9,909.22,99.04,44.85,169.42,89.82,98.16,21.47,21.99,176.42
,909.62,99.05,44.83,169.44,89.78,98.038,,,176.46200000000002
122.89,909.67,99.07,44.83,169.49,89.75,98.12,21.47,21.98,176.39
,909.74,99.06,44.83,169.655,,98.055,,21.975,
122.84,909.48,99.05,44.825,169.76,89.7301,98.01,,21.97,176.44999999999996
122.87,909.49,99.02,44.82,169.63,89.7401,98.03,21.46,21.96,
,909.52,98.94,44.82,169.66,89.73749999999998,98.01,,21.96,176.25
122.82,909.71,98.95,44.79,169.6817,89.73,98.01,21.46,21.955,176.34
,909.75,98.94,44.77,169.6,89.73,98.025,21.47,21.96,
122.7746,909.93,98.97,44.78,169.5,89.73,98.06,,21.97,176.33
122.78,909.94,99.0,44.81,169.4235,89.73999999999998,98.1,,21.96,176.19999999999996
122.77,910.19,99.01,44.83,169.4,89.73,98.17,,21.97,176.34
122.72,910.73,99.01,44.85,169.4,89.73999999999998,98.19,,21.96,176.34
122.71,910.8427,99.01,44.87,168.68,89.76,98.13,,21.96,176.24
122.67,911.32,99.01,44.85,168.8308,89.73,98.11000000000003,21.47,21.98,176.14
122.67,911.0101,98.97,44.86,168.9,89.73999999999998,98.09,21.47,21.95,176.19999999999996
122.71,911.0100000000001,98.98,44.87,168.7402,89.73999999999998,98.1,,21.96,
122.73,910.79,99.03,44.89,,89.71,98.17,,21.95,176.13
,910.7946,99.07,44.9,168.9,89.68,98.15,21.48,21.99,176.19
122.76,911.28,99.08,44.91,168.93,89.68,98.12,,21.99,
,911.43,99.05,44.89,169.0,89.68999999999998,98.12,,21.98,
,910.89,99.05,44.89,169.32,89.65999999999998,98.12,21.48,21.97,176.21
122.81,911.0,,44.9,169.28,89.655,98.1,,21.96,176.19999999999996
122.86000000000003,911.21,,44.89,169.09,89.67,98.14,,21.96,176.19
122.91,910.85,99.045,44.9038,169.33,89.68999999999998,98.11000000000003,21.5,21.99,
122.91,910.9366000000001,99.06,44.91,169.37,89.685,98.055,,,176.18
122.91,910.5552,98.99,44.905,169.54,89.65999999999998,98.06,21.5,22.0,176.14
,910.89,99.03,44.895,169.92,,98.105,,21.99,
,910.3824,99.03,44.91,169.665,89.67,98.1,21.5,21.99,176.13
,910.08,98.97,44.89,169.56,89.59999999999998,98.155,21.5,21.98,176.1
